ERP,PPK.SKU,Order.Date,Category,Key.Item,Pack.Configuration,Style,ppk_ordered_qty,Full.Description,prepack_color,ordered_sku,qty_in_prepack,ordered_qty,unit_color,Ship.City,Ship.Region,Ship.Country,Ship.Zip
#3425,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,4,Burnt Orange,Scottsdale,Arizona,United States,85254
#3425,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,6,Paloma,Scottsdale,Arizona,United States,85254
#3425,n/a,2020-09-30T00:00:00Z,Wholesale,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,4,Citrus,Scottsdale,Arizona,United States,85254
#3426,21321120,2020-09-30T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,8,Pour Boy - 6-Pack - Stone,Stone,11442220,6,48,Stone,Chicago,Illinois,United States,60611
#3426,21370011,2020-09-30T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,4,Chubby Bottle - 12-Pack - Classic / Crew Green,Crew Green,13701011,12,48,Crew Green,Chicago,Illinois,United States,60611
#3427,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Loveland,Ohio,United States,45140
#3427,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Loveland,Ohio,United States,45140
#3427,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Loveland,Ohio,United States,45140
#3427,n/a,2020-09-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Loveland,Ohio,United States,45140
#3427,n/a,2020-09-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Loveland,Ohio,United States,45140
#3427,n/a,2020-09-30T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Loveland,Ohio,United States,45140
#3428,n/a,2020-09-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Minneapolis,Minnesota,United States,55401
#3430,21343599,2020-09-30T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702114,2,2,Dark Blue,North Salem,New York,United States,10560
#3430,21343599,2020-09-30T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702111,2,2,Crew Green,North Salem,New York,United States,10560
#3430,21343599,2020-09-30T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702120,2,2,Stone,North Salem,New York,United States,10560
#3430,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,North Salem,New York,United States,10560
#3430,n/a,2020-09-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,North Salem,New York,United States,10560
#3431,21321199,2020-10-02T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,Concord,New Hampshire,United States,3301
#3431,21321199,2020-10-02T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,Concord,New Hampshire,United States,3301
#3431,21321199,2020-10-02T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,Concord,New Hampshire,United States,3301
#3432,n/a,2020-10-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Houston,Texas,United States,77005
#3432,n/a,2020-10-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Houston,Texas,United States,77005
#3433,n/a,2020-10-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Yucca Valley,California,United States,92284
#3434,n/a,2020-10-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Spokane,Washington,United States,99208
#3434,n/a,2020-10-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Spokane,Washington,United States,99208
#3436,n/a,2020-10-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Astoria,Oregon,United States,97103
#3436,n/a,2020-10-03T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Paloma,,13702050,,1,Paloma,Astoria,Oregon,United States,97103
#3437,n/a,2020-10-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Rancho Santa Margarita,California,United States,92688
#3437,n/a,2020-10-03T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Rancho Santa Margarita,California,United States,92688
#3439,21361499,2020-10-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701044,2,2,Burnt Orange,Modesto,California,United States,95350
#3439,21361499,2020-10-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701050,2,2,Paloma,Modesto,California,United States,95350
#3439,21361499,2020-10-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701052,2,2,Citrus,Modesto,California,United States,95350
#3440,n/a,2020-10-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Elmhurst,Illinois,United States,60126
#3440,n/a,2020-10-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Elmhurst,Illinois,United States,60126
#3441,n/a,2020-10-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Columbia,Missouri,United States,65203
#3441,n/a,2020-10-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Columbia,Missouri,United States,65203
#3442,21321199,2020-10-04T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,Seattle,Washington,United States,98199
#3442,21321199,2020-10-04T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,Seattle,Washington,United States,98199
#3442,21321199,2020-10-04T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,Seattle,Washington,United States,98199
#3442,n/a,2020-10-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Seattle,Washington,United States,98199
#3442,n/a,2020-10-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Seattle,Washington,United States,98199
#3443,21340020,2020-10-04T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Stone,Stone,13702020,6,6,Stone,Brooklyn,New York,United States,11215
#3443,n/a,2020-10-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,3,Stone,Brooklyn,New York,United States,11215
#3445,n/a,2020-10-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,2,Burnt Orange,Arlington Heights,Illinois,United States,60004
#3445,n/a,2020-10-04T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Arlington Heights,Illinois,United States,60004
#3445,n/a,2020-10-04T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Arlington Heights,Illinois,United States,60004
#3446,21340114,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Dark Blue,Dark Blue,13702114,6,6,Dark Blue,Iowa City,Iowa,United States,52245-2708
#3446,21340152,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Citrus,Citrus,13702152,6,6,Citrus,Iowa City,Iowa,United States,52245-2708
#3446,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,6,Citrus,Iowa City,Iowa,United States,52245-2708
#3447,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Los Angeles,California,United States,90029
#3447,n/a,2020-10-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Los Angeles,California,United States,90029
#3448,21364011,2020-10-05T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Crew Green,Crew Green,13701011,3,3,Crew Green,Mclean,Virginia,United States,22101
#3448,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,3,Stone,Mclean,Virginia,United States,22101
#3449,21340114,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Dark Blue,Dark Blue,13702114,6,6,Dark Blue,Macon,Georgia,United States,31204
#3450,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Corona,California,United States,92881
#3450,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Corona,California,United States,92881
#3450,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Corona,California,United States,92881
#3450,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Corona,California,United States,92881
#3450,n/a,2020-10-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Corona,California,United States,92881
#3451,21343399,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702111,2,2,Crew Green,Phoenix,Arizona,United States,85022
#3451,21343399,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702152,2,2,Citrus,Phoenix,Arizona,United States,85022
#3451,21343399,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702120,2,2,Stone,Phoenix,Arizona,United States,85022
#3451,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Phoenix,Arizona,United States,85022
#3451,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Phoenix,Arizona,United States,85022
#3451,n/a,2020-10-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Phoenix,Arizona,United States,85022
#3452,21321199,2020-10-05T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,Sacramento,California,United States,95818
#3452,21343499,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Tropic,Tropic,13702144,2,2,Burnt Orange,Sacramento,California,United States,95818
#3452,21321199,2020-10-05T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,Sacramento,California,United States,95818
#3452,21343499,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Tropic,Tropic,13702152,2,2,Citrus,Sacramento,California,United States,95818
#3452,21321199,2020-10-05T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,Sacramento,California,United States,95818
#3452,21343499,2020-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Tropic,Tropic,13702150,2,2,Paloma,Sacramento,California,United States,95818
#3453,21360052,2020-10-06T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Citrus,Citrus,13701052,6,6,Citrus,Austin,Texas,United States,78704-5219
#3454,n/a,2020-10-06T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Chino Hills,California,United States,91709
#3454,n/a,2020-10-06T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Chino Hills,California,United States,91709
#3456,n/a,2020-10-07T00:00:00Z,Wholesale,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,36,Dark Blue,Newburgh,New York,United States,12550
#3457,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Richmond,Texas,United States,77407
#3457,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Richmond,Texas,United States,77407
#3457,n/a,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Richmond,Texas,United States,77407
#3457,n/a,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Richmond,Texas,United States,77407
#3458,n/a,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Newport Beach,California,United States,92660
#3458,n/a,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Newport Beach,California,United States,92660
#3458,n/a,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Newport Beach,California,United States,92660
#3458,n/a,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Newport Beach,California,United States,92660
#3459,21361399,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Industry,Industry,13701011,2,2,Crew Green,Seattle,Washington,United States,98107
#3459,21361399,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Industry,Industry,13701052,2,2,Citrus,Seattle,Washington,United States,98107
#3459,21361399,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Industry,Industry,13701020,2,2,Stone,Seattle,Washington,United States,98107
#3461,21364020,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Stone,Stone,13701020,3,3,Stone,Boulder,Colorado,United States,80301
#3462,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,2,Burnt Orange,Fort Collins,Colorado,United States,80524
#3462,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,2,Citrus,Fort Collins,Colorado,United States,80524
#3462,n/a,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Citrus,,13702052,,1,Citrus,Fort Collins,Colorado,United States,80524
#3463,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Sioux Center,Iowa,United States,51250
#3463,n/a,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,2,Stone,Sioux Center,Iowa,United States,51250
#3464,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,San Francisco,California,United States,94116
#3464,n/a,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,San Francisco,California,United States,94116
#3465,21365599,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,0,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701014,1,0,Dark Blue,Washington,District Of Columbia,United States,20004
#3465,21365599,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,0,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701020,1,0,Stone,Washington,District Of Columbia,United States,20004
#3465,21365599,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,0,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701011,1,0,Crew Green,Washington,District Of Columbia,United States,20004
#3466,21321199,2020-10-07T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,Washington,District Of Columbia,United States,20004
#3466,21365599,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701014,1,1,Dark Blue,Washington,District Of Columbia,United States,20004
#3466,21321199,2020-10-07T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,Washington,District Of Columbia,United States,20004
#3466,21365599,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701020,1,1,Stone,Washington,District Of Columbia,United States,20004
#3466,21321199,2020-10-07T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,Washington,District Of Columbia,United States,20004
#3466,21365599,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701011,1,1,Crew Green,Washington,District Of Columbia,United States,20004
#3467,21343399,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702111,2,2,Crew Green,Los Angeles,California,United States,90042
#3467,21343399,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702152,2,2,Citrus,Los Angeles,California,United States,90042
#3467,21343399,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Industry,Industry,13702120,2,2,Stone,Los Angeles,California,United States,90042
#3467,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,2,Crew Green,Los Angeles,California,United States,90042
#3467,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Los Angeles,California,United States,90042
#3467,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,2,Citrus,Los Angeles,California,United States,90042
#3468,21330111,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Crew Green,Crew Green,13702111,3,3,Crew Green,Charlotte,North Carolina,United States,28211
#3468,21364044,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,3-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Burnt Orange,Burnt Orange,13701044,3,3,Burnt Orange,Charlotte,North Carolina,United States,28211
#3468,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,3,Crew Green,Charlotte,North Carolina,United States,28211
#3468,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,3,Burnt Orange,Charlotte,North Carolina,United States,28211
#3469,n/a,2020-10-07T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Temple Terrace,Florida,United States,33617
#3470,21343599,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702114,2,2,Dark Blue,Levittown,New York,United States,11756
#3470,21343599,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702111,2,2,Crew Green,Levittown,New York,United States,11756
#3470,21343599,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702120,2,2,Stone,Levittown,New York,United States,11756
#3470,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Levittown,New York,United States,11756
#3470,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Levittown,New York,United States,11756
#3471,21321199,2020-10-07T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442211,1,1,Crew Green,San Juan,Puerto Rico,United States,918
#3471,21341399,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702011,2,2,Crew Green,San Juan,Puerto Rico,United States,918
#3471,21321199,2020-10-07T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442214,1,1,Dark Blue,San Juan,Puerto Rico,United States,918
#3471,21341399,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702052,2,2,Citrus,San Juan,Puerto Rico,United States,918
#3471,21321199,2020-10-07T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Pride,Pride,11442254,1,1,Scarlet,San Juan,Puerto Rico,United States,918
#3471,21341399,2020-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Industry,Industry,13702020,2,2,Stone,San Juan,Puerto Rico,United States,918
#3472,n/a,2020-10-07T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Chicago,Illinois,United States,60626
